,Unnamed: 0,id,scrape_id,host_id,host_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
11189,11189,9.68e+17,20200000000000.0,507470739,10,41.1421127,-8.6134647,4,1.0,1.0,1.0,2,365,27,57,87,257,21,17,0,4.86,4.81,4.76,4.67,4.76,4.9,4.71,8,8,0,0,1.41
11194,11194,9.68612e+17,20200000000000.0,507470739,10,41.1528482,-8.6024647,4,1.0,1.0,1.0,2,365,2,2,2,2,14,14,0,4.93,4.93,4.86,4.71,4.5,4.64,4.79,8,8,0,0,1.2
11195,11195,9.68613e+17,20200000000000.0,507470739,10,41.1442,-8.61225,2,1.0,1.0,1.0,2,365,27,57,87,257,33,32,0,4.91,4.85,4.85,4.67,4.82,5.0,4.88,8,8,0,0,2.3
11198,11198,9.68808e+17,20200000000000.0,531035083,7,41.1504063,-8.6225329,3,1.0,1.0,3.0,2,31,26,43,70,345,6,6,0,5.0,5.0,5.0,4.83,4.83,4.5,4.83,7,7,0,0,0.52
11199,11199,9.68816e+17,20200000000000.0,531035083,7,41.1504063,-8.6225329,3,1.0,1.0,3.0,2,31,27,47,74,349,3,2,0,5.0,5.0,5.0,4.67,5.0,5.0,4.67,7,7,0,0,0.19
11200,11200,9.68822e+17,20200000000000.0,531035083,7,41.1504063,-8.6225329,2,1.0,1.0,2.0,2,31,24,44,71,346,2,2,0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,0.25
11201,11201,9.68827e+17,20200000000000.0,531035083,7,41.1504063,-8.6225329,3,1.0,1.0,1.0,2,31,22,42,69,344,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,0.16
11202,11202,9.68827e+17,20200000000000.0,534523425,6,41.1463272,-8.6069763,5,1.0,2.0,2.0,1,365,6,20,40,286,5,4,0,4.8,4.8,5.0,4.8,4.8,5.0,5.0,6,6,0,0,0.38
11203,11203,9.68828e+17,20200000000000.0,534523425,6,41.1463272,-8.6069763,4,1.0,1.0,1.0,1,365,16,43,68,339,0,0,0,,,,,,,,6,6,0,0,
11204,11204,9.68829e+17,20200000000000.0,534523425,6,41.1463272,-8.6069763,3,1.0,1.0,1.0,1,365,11,32,60,320,0,0,0,,,,,,,,6,6,0,0,
11205,11205,9.68835e+17,20200000000000.0,531035083,7,41.1504063,-8.6225329,2,1.0,1.0,1.0,2,31,24,42,69,344,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,0.12
11206,11206,9.68912e+17,20200000000000.0,81755010,3,41.149628,-8.6075609,2,1.0,1.0,1.0,2,300,9,19,29,243,14,12,0,4.93,4.86,4.64,5.0,4.93,4.86,4.93,2,2,0,0,0.98
11226,11226,9.69529e+17,20200000000000.0,534523425,6,41.1463272,-8.6069763,3,1.0,1.0,1.0,1,365,14,44,74,341,0,0,0,,,,,,,,6,6,0,0,
11227,11227,9.69531e+17,20200000000000.0,534523425,6,41.1463272,-8.6069763,3,1.0,1.0,1.0,1,365,28,58,88,357,0,0,0,,,,,,,,6,6,0,0,
11228,11228,9.69535e+17,20200000000000.0,534523425,6,41.1463272,-8.6069763,4,1.0,1.0,1.0,1,365,17,36,57,319,0,0,0,,,,,,,,6,6,0,0,
11236,11236,9.70965e+17,20200000000000.0,22572449,7,41.15998,-8.62424,4,1.0,2.0,2.0,3,30,27,57,87,267,15,9,0,4.93,4.87,5.0,4.93,5.0,4.53,4.73,7,7,0,0,0.99
11237,11237,9.71486e+17,20200000000000.0,22572449,7,41.15861,-8.62517,2,1.0,1.0,1.0,3,30,27,57,87,267,15,9,0,4.73,4.8,4.93,5.0,5.0,4.6,4.67,7,7,0,0,0.97
11249,11249,9.75164e+17,20200000000000.0,535945180,1,41.15544,-8.60215,2,1.0,1.0,1.0,2,270,29,59,89,269,16,9,0,4.63,4.69,4.38,4.75,4.63,4.44,4.56,1,1,0,0,1.05
11251,11251,9.75307e+17,20200000000000.0,473432411,17,41.16223,-8.60458,2,1.0,0.0,1.0,2,270,19,49,79,259,19,10,0,4.84,4.89,4.79,4.89,4.79,4.79,4.79,17,17,0,0,1.25
11254,11254,9.75858e+17,20200000000000.0,473432411,17,41.16191,-8.60515,2,1.0,0.0,1.0,2,270,11,41,71,251,16,11,0,4.88,4.81,4.81,4.94,4.94,4.69,4.81,17,17,0,0,1.07
11255,11255,9.75864e+17,20200000000000.0,473432411,17,41.16092,-8.60498,2,1.0,0.0,1.0,2,270,12,42,72,252,10,5,0,4.9,4.8,5.0,4.9,4.9,4.8,4.7,17,17,0,0,0.66
11257,11257,9.76548e+17,20200000000000.0,189300126,1,41.1486,-8.61561,3,1.0,2.0,2.0,2,365,9,9,9,9,16,8,0,4.75,4.69,4.63,4.81,4.88,4.81,4.38,1,1,0,0,1.05
11261,11261,9.7741e+17,20200000000000.0,511238057,5,41.16774,-8.63531,3,1.5,1.0,2.0,3,365,0,12,42,222,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,0.14
11269,11269,9.78778e+17,20200000000000.0,473432411,17,41.16068,-8.60508,2,1.0,0.0,1.0,2,270,24,54,84,264,8,4,0,4.88,4.88,4.88,5.0,5.0,5.0,4.88,17,17,0,0,0.55
11270,11270,9.78794e+17,20200000000000.0,473432411,17,41.16073,-8.60327,4,2.0,2.0,2.0,2,270,10,40,70,250,20,13,2,4.7,4.75,4.6,4.9,4.85,4.55,4.75,17,17,0,0,1.33
11271,11271,9.78846e+17,20200000000000.0,199153413,11,41.1426494,-8.6192068,6,1.0,2.0,2.0,2,90,20,50,80,351,71,56,0,4.46,4.49,4.55,4.82,4.86,4.63,4.46,10,10,0,0,4.68
11277,11277,9.79621e+17,20200000000000.0,536940237,2,41.15066,-8.59369,3,1.0,0.0,2.0,2,270,17,47,77,257,36,30,2,4.61,4.64,4.64,4.78,4.81,4.44,4.58,2,2,0,0,2.51
11281,11281,9.80202e+17,20200000000000.0,304654594,3,41.14132,-8.61413,3,1.0,1.0,3.0,1,365,21,51,81,261,15,11,1,4.8,4.67,4.87,5.0,4.93,5.0,4.53,2,2,0,0,1.0
11284,11284,9.803e+17,20200000000000.0,537092792,8,41.1516093,-8.6120877,2,1.0,1.0,1.0,2,365,22,44,74,339,36,27,1,5.0,4.97,4.97,5.0,4.97,4.92,4.78,8,8,0,0,2.39
11287,11287,9.8037e+17,20200000000000.0,537092792,8,41.1516093,-8.6120877,2,1.0,1.0,1.0,2,365,26,56,86,361,4,1,0,5.0,5.0,5.0,4.75,4.75,5.0,4.75,8,8,0,0,0.27
11290,11290,9.80525e+17,20200000000000.0,537092792,8,41.1516093,-8.6120877,2,1.0,1.0,1.0,2,365,21,41,71,346,13,8,0,4.92,5.0,5.0,4.92,4.92,5.0,5.0,8,8,0,0,0.88
11291,11291,9.8054e+17,20200000000000.0,537092792,8,41.1516093,-8.6120877,2,1.0,0.0,1.0,2,365,16,46,76,351,9,2,0,4.89,5.0,5.0,5.0,5.0,5.0,5.0,8,8,0,0,0.6
11301,11301,9.80914e+17,20200000000000.0,537216112,11,41.1467,-8.60054,2,1.0,0.0,2.0,1,1125,16,44,74,349,69,49,0,4.54,4.68,4.67,4.83,4.59,4.64,4.48,11,11,0,0,4.56
11302,11302,9.80914e+17,20200000000000.0,537216112,11,41.14665,-8.60007,2,1.0,0.0,2.0,1,1125,25,55,85,359,77,61,2,4.47,4.69,4.6,4.79,4.78,4.74,4.56,11,11,0,0,5.08
11303,11303,9.81161e+17,20200000000000.0,19173209,5,41.13113,-8.60732,4,1.0,2.0,3.0,2,365,21,51,81,282,28,25,0,4.79,4.82,4.86,4.86,4.82,4.68,4.82,1,1,0,0,1.97
11317,11317,9.84022e+17,20200000000000.0,537900858,1,41.15624,-8.62231,2,1.0,0.0,1.0,2,270,17,21,51,231,41,37,2,4.71,4.76,4.73,4.73,4.71,4.54,4.71,1,1,0,0,2.84
11322,11322,9.84981e+17,20200000000000.0,510357849,1,41.1458743,-8.5976296,2,1.0,1.0,1.0,3,28,30,60,90,90,0,0,0,,,,,,,,1,0,1,0,
11326,11326,9.85311e+17,20200000000000.0,538193954,1,41.14748,-8.61435,2,1.0,1.0,1.0,1,1125,6,24,54,328,47,44,1,4.55,4.81,4.83,4.85,4.81,4.85,4.6,1,1,0,0,3.13
11334,11334,9.86126e+17,20200000000000.0,528579380,6,41.1426907,-8.6157887,2,1.0,0.0,1.0,1,365,11,25,42,211,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,0,0,0.16
11335,11335,9.86145e+17,20200000000000.0,528579380,6,41.1426907,-8.6157887,2,1.0,0.0,1.0,1,365,15,29,43,215,0,0,0,,,,,,,,6,6,0,0,
11339,11339,9.87623e+17,20200000000000.0,151148997,1,41.12469,-8.63048,6,1.0,3.0,0.0,3,31,26,56,86,361,10,10,0,4.6,4.6,5.0,4.5,4.7,4.3,4.8,1,1,0,0,1.4
11341,11341,9.87661e+17,20200000000000.0,528579380,6,41.1426907,-8.6157887,2,1.0,0.0,1.0,1,365,12,20,26,135,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,0,0,0.15
11342,11342,9.87687e+17,20200000000000.0,528579380,6,41.14272877,-8.615826362,2,1.0,0.0,1.0,1,365,7,16,26,157,0,0,0,,,,,,,,6,6,0,0,
11343,11343,9.87788e+17,20200000000000.0,329695702,1,41.15591,-8.62515,6,1.0,3.0,3.0,1,365,30,60,90,270,0,0,0,,,,,,,,1,1,0,0,
11345,11345,9.88314e+17,20200000000000.0,538855635,6,41.14437,-8.61438,4,1.0,1.0,2.0,1,1125,18,36,66,340,23,21,1,4.65,4.65,4.91,4.78,4.91,4.91,4.61,6,6,0,0,1.56
11346,11346,9.88351e+17,20200000000000.0,538855635,6,41.14313,-8.61374,4,1.0,1.0,2.0,1,1125,13,43,68,321,20,17,2,4.55,4.65,4.65,4.7,4.5,4.85,4.65,6,6,0,0,1.39
11350,11350,9.88981e+17,20200000000000.0,513024566,7,41.15384,-8.59563,4,1.0,1.0,2.0,3,365,17,47,77,352,3,2,0,4.67,5.0,4.67,5.0,5.0,4.33,5.0,7,7,0,0,0.23
11355,11355,9.89803e+17,20200000000000.0,539223042,3,41.1526558,-8.6135645,4,1.0,1.0,2.0,2,365,0,0,0,66,3,2,0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.23
11356,11356,9.89804e+17,20200000000000.0,539224979,1,41.1555121,-8.6155735,2,1.0,0.0,1.0,3,30,15,42,58,241,52,48,2,4.96,4.92,4.94,4.98,4.98,4.54,4.85,1,1,0,0,3.59
11359,11359,9.89865e+17,20200000000000.0,539235371,8,41.1574167,-8.6094323,2,1.0,0.0,1.0,2,365,23,53,83,358,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,8,0,0,0.07
11362,11362,9.89888e+17,20200000000000.0,512029675,17,41.14532,-8.61136,2,1.0,0.0,1.0,2,270,15,45,75,255,9,9,1,5.0,4.89,4.89,4.89,4.78,4.78,4.89,17,17,0,0,0.78
11366,11366,9.90346e+17,20200000000000.0,539235371,8,41.1574167,-8.6094323,2,1.0,0.0,1.0,2,365,23,53,83,358,3,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,8,8,0,0,0.21
11367,11367,9.90362e+17,20200000000000.0,539235371,8,41.1574167,-8.6094323,3,1.0,1.0,2.0,2,365,15,45,75,350,0,0,0,,,,,,,,8,8,0,0,
11368,11368,9.90367e+17,20200000000000.0,539235371,8,41.1574167,-8.6094323,2,1.0,0.0,1.0,2,365,25,55,85,360,7,3,0,5.0,5.0,4.71,5.0,4.86,4.71,5.0,8,8,0,0,0.48
11370,11370,9.90374e+17,20200000000000.0,512029675,17,41.14421,-8.61221,2,1.0,0.0,1.0,2,270,20,47,77,257,7,2,0,4.86,4.86,5.0,4.57,4.86,4.86,4.71,17,17,0,0,0.48
11371,11371,9.90378e+17,20200000000000.0,512029675,17,41.1456,-8.61222,2,1.0,0.0,1.0,2,270,16,46,76,256,9,4,0,5.0,5.0,4.89,5.0,5.0,5.0,5.0,17,17,0,0,0.62
11373,11373,9.90393e+17,20200000000000.0,512029675,17,41.14364,-8.61361,2,1.0,0.0,1.0,2,270,13,41,71,251,50,42,1,4.98,4.96,5.0,4.98,4.98,4.96,4.94,17,17,0,0,3.42
11374,11374,9.90394e+17,20200000000000.0,473432411,17,41.16034,-8.60372,4,2.0,1.0,2.0,2,270,5,34,64,244,8,4,0,4.88,5.0,5.0,5.0,5.0,4.5,5.0,17,17,0,0,0.55
11375,11375,9.90441e+17,20200000000000.0,512029675,17,41.14371,-8.612,2,1.0,0.0,1.0,2,270,20,50,80,260,4,1,0,4.75,5.0,5.0,4.75,4.75,5.0,5.0,17,17,0,0,0.27
11376,11376,9.90459e+17,20200000000000.0,539235371,8,41.1574167,-8.6094323,3,1.0,1.0,1.0,2,365,23,53,83,358,3,0,0,4.67,4.67,5.0,5.0,5.0,4.67,5.0,8,8,0,0,0.21
11377,11377,9.90459e+17,20200000000000.0,512029675,17,41.14425,-8.61372,2,1.0,0.0,1.0,2,270,22,52,82,262,6,3,0,4.83,4.67,5.0,5.0,4.83,5.0,4.83,17,17,0,0,0.41
11379,11379,9.90478e+17,20200000000000.0,512029675,17,41.14401,-8.61279,4,1.0,2.0,2.0,2,270,10,31,61,237,27,25,1,4.96,4.96,4.93,4.96,5.0,4.96,4.96,17,17,0,0,1.87
11390,11390,9.92108e+17,20200000000000.0,326732752,9,41.14726,-8.59596,2,1.0,1.0,1.0,3,60,19,49,79,237,27,25,0,4.85,4.85,4.7,4.85,4.93,4.81,4.78,1,1,0,0,2.1
11403,11403,9.96296e+17,20200000000000.0,540649048,3,41.14888,-8.59597,2,1.0,0.0,1.0,2,270,18,48,78,258,8,7,2,4.5,5.0,4.63,5.0,4.63,4.88,4.38,3,3,0,0,0.63
11404,11404,9.96298e+17,20200000000000.0,540649048,3,41.14847,-8.5979,2,1.0,0.0,1.0,2,270,9,35,58,238,30,28,1,4.57,4.87,4.5,4.47,4.77,4.8,4.67,3,3,0,0,2.11
11405,11405,9.96391e+17,20200000000000.0,236824476,15,41.1650326,-8.6136154,2,1.0,1.0,2.0,3,31,24,54,84,359,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,14,0,0,0.12
11412,11412,9.98482e+17,20200000000000.0,541084351,1,41.13375,-8.60628,2,,,,1,1125,0,0,0,0,37,31,0,4.65,4.73,4.76,4.86,4.7,4.78,4.62,1,1,0,0,2.59
11414,11414,9.98605e+17,20200000000000.0,39549775,5,41.13635,-8.60667,2,1.0,0.0,1.0,3,31,26,39,39,39,19,19,0,4.79,5.0,4.95,4.84,4.95,4.74,4.89,5,5,0,0,1.95
11415,11415,9.99059e+17,20200000000000.0,8355988,2,41.1583758,-8.6122465,2,2.0,1.0,1.0,2,365,15,45,75,303,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.26
11417,11417,9.99268e+17,20200000000000.0,68874920,13,41.15729007,-8.594298258,2,1.0,1.0,1.0,2,365,14,44,74,244,19,16,0,4.58,4.68,4.79,4.79,4.79,4.47,4.58,5,5,0,0,1.34
11419,11419,9.99929e+17,20200000000000.0,511238057,5,41.15791,-8.60942,2,1.0,1.0,1.0,3,365,29,59,89,210,0,0,0,,,,,,,,5,5,0,0,
11421,11421,1.00045e+18,20200000000000.0,541391242,1,41.14329,-8.61419,4,1.0,1.0,2.0,1,1125,6,32,49,263,33,31,2,4.82,4.82,4.82,4.85,4.82,4.88,4.76,1,1,0,0,2.37
11422,11422,1.00047e+18,20200000000000.0,2511351,9,41.15836,-8.62694,2,1.0,0.0,1.0,1,1125,0,0,0,14,12,6,0,4.25,4.58,4.33,4.83,4.75,4.75,4.36,8,8,0,0,0.86
11424,11424,1.0006e+18,20200000000000.0,540649048,3,41.14829,-8.60257,4,1.0,2.0,2.0,2,270,10,34,64,244,21,21,2,4.43,4.48,4.57,4.52,4.52,4.67,4.38,3,3,0,0,1.81
11429,11429,1.00073e+18,20200000000000.0,541556019,2,41.14721303,-8.614368749,4,1.0,1.0,2.0,2,30,26,56,86,354,35,34,0,4.51,4.69,4.8,4.83,4.89,4.6,4.54,2,2,0,0,2.82
11440,11440,1.00422e+18,20200000000000.0,542244862,5,41.17168,-8.60981,2,1.0,1.0,1.0,2,365,25,55,85,360,0,0,0,,,,,,,,5,5,0,0,
11442,11442,1.00422e+18,20200000000000.0,542244862,5,41.17084,-8.60922,2,1.0,1.0,1.0,2,365,29,51,79,354,0,0,0,,,,,,,,5,5,0,0,
11443,11443,1.00423e+18,20200000000000.0,542244862,5,41.17128,-8.60831,2,1.0,1.0,1.0,2,365,25,55,85,360,0,0,0,,,,,,,,5,5,0,0,
11444,11444,1.00423e+18,20200000000000.0,542244862,5,41.17008,-8.61057,4,1.0,1.0,1.0,2,365,21,51,81,350,0,0,0,,,,,,,,5,5,0,0,
11445,11445,1.00423e+18,20200000000000.0,542244862,5,41.17168,-8.61001,4,1.0,2.0,2.0,2,365,24,54,84,359,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,0.16
11446,11446,1.00428e+18,20200000000000.0,542228046,5,41.15379,-8.61063,4,1.0,2.0,2.0,2,120,18,48,78,309,41,40,1,4.85,4.88,4.9,4.88,4.85,4.78,4.73,5,5,0,0,3.32
11451,11451,1.00487e+18,20200000000000.0,528579380,6,41.1426907,-8.6157887,6,2.0,2.0,3.0,1,365,6,12,23,141,10,10,1,5.0,5.0,5.0,5.0,5.0,5.0,4.9,6,6,0,0,0.86
11458,11458,1.00504e+18,20200000000000.0,236824476,15,41.1650326,-8.6136154,2,1.0,1.0,2.0,3,31,11,34,34,257,4,4,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,14,14,0,0,0.46
11459,11459,1.00506e+18,20200000000000.0,236824476,15,41.16599,-8.61276,2,1.0,1.0,2.0,3,31,0,18,48,323,0,0,0,,,,,,,,14,14,0,0,
11460,11460,1.00507e+18,20200000000000.0,236824476,15,41.1650326,-8.6136154,2,1.0,1.0,2.0,3,31,2,6,36,311,0,0,0,,,,,,,,14,14,0,0,
11461,11461,1.00507e+18,20200000000000.0,542228046,5,41.15376,-8.60987,4,1.0,2.0,2.0,1,365,22,52,77,299,39,39,1,5.0,4.9,4.92,4.79,4.95,4.9,4.9,5,5,0,0,3.75
11462,11462,1.00508e+18,20200000000000.0,542228046,5,41.15313,-8.61123,4,1.0,2.0,2.0,2,120,23,53,83,314,42,40,0,4.81,4.93,4.88,4.83,4.98,4.71,4.74,5,5,0,0,3.31
11468,11468,1.00713e+18,20200000000000.0,542816653,4,41.1453223,-8.6121852,2,1.0,0.0,1.0,2,365,25,55,85,360,3,1,0,4.67,4.67,5.0,4.67,5.0,4.67,4.67,4,4,0,0,0.22
11470,11470,1.00716e+18,20200000000000.0,542816653,4,41.1454046,-8.6123105,2,1.0,0.0,1.0,2,365,24,54,84,359,8,5,0,4.63,4.75,4.88,4.88,4.88,4.63,4.63,4,4,0,0,0.59
11475,11475,1.00739e+18,20200000000000.0,542816653,4,41.1454046,-8.6123105,2,1.0,0.0,1.0,2,365,21,51,81,349,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.16
11487,11487,1.00855e+18,20200000000000.0,543080070,4,41.14475,-8.61351,2,1.0,0.0,1.0,1,1125,9,27,43,314,49,45,1,4.49,4.67,4.86,4.63,4.43,4.78,4.43,4,4,0,0,3.59
11489,11489,1.00856e+18,20200000000000.0,543092239,1,41.16303,-8.58373,2,1.0,1.0,1.0,1,365,17,20,50,325,37,34,1,4.7,4.86,4.65,4.7,4.86,4.76,4.65,1,1,0,0,2.73
11494,11494,1.00943e+18,20200000000000.0,135410294,3,41.1557152,-8.6197735,2,1.0,1.0,2.0,3,30,23,50,80,323,0,0,0,,,,,,,,3,1,2,0,
11495,11495,1.01002e+18,20200000000000.0,151352873,15,41.15626199,-8.616369015,4,1.0,2.0,3.0,2,31,24,54,84,101,41,39,1,4.61,4.68,4.66,4.9,4.98,4.46,4.59,15,15,0,0,3.19
11498,11498,1.01063e+18,20200000000000.0,543413334,1,41.15491,-8.6072,4,1.0,0.0,3.0,1,1125,10,40,70,345,36,33,0,4.58,4.83,4.67,4.67,4.64,4.58,4.61,1,1,0,0,2.71
11499,11499,1.01065e+18,20200000000000.0,543531582,1,41.1463936,-8.5936648,4,1.0,1.0,2.0,2,365,26,55,85,360,58,53,2,4.71,4.78,4.67,4.97,4.84,4.86,4.71,1,1,0,0,4.21
11502,11502,1.01136e+18,20200000000000.0,543669525,1,41.14196,-8.61628,2,1.0,1.0,1.0,2,270,14,41,71,251,17,16,0,4.76,4.88,4.65,4.65,4.94,5.0,4.71,1,1,0,0,1.36
11516,11516,1.01216e+18,20200000000000.0,2891070,3,41.14514965,-8.611283113,2,1.0,1.0,1.0,1,365,23,51,79,316,0,0,0,,,,,,,,3,3,0,0,
11517,11517,1.01308e+18,20200000000000.0,515326909,1,41.1481871,-8.6238573,2,1.0,1.0,1.0,1,31,0,0,0,259,0,0,0,,,,,,,,1,1,0,0,
11518,11518,1.01356e+18,20200000000000.0,539825789,1,41.13396,-8.59994,2,1.0,1.0,1.0,1,8,29,59,89,179,26,25,1,4.96,4.92,5.0,4.96,4.96,4.62,4.85,1,1,0,0,2.05
11522,11522,1.01363e+18,20200000000000.0,544088257,1,41.14356,-8.61919,2,1.0,1.0,1.0,2,270,25,55,85,265,21,20,0,4.71,4.76,4.71,4.81,4.52,4.76,4.67,1,1,0,0,1.56
11532,11532,1.01427e+18,20200000000000.0,456999607,9,41.1515768,-8.6138918,2,1.0,0.0,1.0,1,365,30,60,90,96,23,22,1,4.7,4.74,4.83,4.61,4.74,4.61,4.57,5,5,0,0,1.85
11535,11535,1.01432e+18,20200000000000.0,544232227,1,41.14725,-8.62022,4,1.0,0.0,2.0,1,1125,11,28,58,332,32,31,1,4.78,4.97,4.84,4.94,4.88,4.75,4.78,1,1,0,0,2.41
11538,11538,1.01442e+18,20200000000000.0,200409206,1,41.1578472,-8.6093885,4,2.0,1.0,2.0,1,365,23,53,83,211,67,62,1,4.42,4.49,4.57,4.74,4.87,4.48,4.54,1,1,0,0,4.94
11541,11541,1.01493e+18,20200000000000.0,70509853,12,41.13551535,-8.610746898,4,1.0,0.0,3.0,1,31,28,58,88,195,13,13,0,5.0,5.0,4.92,5.0,5.0,4.85,4.85,12,12,0,0,1.81
11544,11544,1.0154e+18,20200000000000.0,544465417,1,41.1536878,-8.6032863,4,1.0,1.0,2.0,2,365,25,55,85,175,30,28,0,4.83,4.9,4.93,4.9,4.93,4.73,4.8,1,1,0,0,2.37
11547,11547,1.01587e+18,20200000000000.0,544558770,1,41.14573855,-8.617447896,2,1.0,1.0,1.0,2,31,11,41,71,346,48,47,2,4.9,4.9,4.88,4.94,4.77,4.75,4.77,1,1,0,0,3.86
11556,11556,1.01667e+18,20200000000000.0,433945239,4,41.16326215,-8.602433391,4,1.5,2.0,2.0,2,180,18,48,78,347,21,21,0,4.95,5.0,4.95,5.0,5.0,4.81,4.81,2,2,0,0,2.13
11560,11560,1.01732e+18,20200000000000.0,193654119,10,41.1423,-8.61598,3,1.0,1.0,1.0,2,30,30,60,90,365,10,10,0,4.9,5.0,4.9,4.8,5.0,5.0,5.0,10,10,0,0,1.07
11574,11574,1.02027e+18,20200000000000.0,444955221,13,41.1437691,-8.6043734,4,2.0,1.0,2.0,1,365,15,45,75,343,0,0,0,,,,,,,,13,13,0,0,
11577,11577,1.02082e+18,20200000000000.0,485326565,8,41.14421,-8.60348,4,1.0,1.0,2.0,3,60,27,57,87,267,25,25,0,4.84,4.84,4.92,5.0,4.76,4.88,4.6,8,8,0,0,2.14
11578,11578,1.02083e+18,20200000000000.0,485326565,8,41.14415,-8.60356,4,1.0,1.0,1.0,3,60,26,56,86,266,26,25,0,4.73,4.85,4.81,4.88,4.69,4.85,4.73,8,8,0,0,2.09
11582,11582,1.0217e+18,20200000000000.0,545883431,1,41.15123,-8.60254,2,1.0,0.0,1.0,2,275,7,26,56,236,13,12,2,4.92,4.92,4.77,4.46,4.54,4.69,4.77,1,1,0,0,1.01
11584,11584,1.02251e+18,20200000000000.0,546036163,1,41.14976,-8.61288,2,1.0,1.0,1.0,2,365,0,0,0,92,0,0,0,,,,,,,,1,1,0,0,
11588,11588,1.02377e+18,20200000000000.0,546286006,1,41.1546127,-8.6190096,2,1.0,1.0,0.0,1,730,15,39,55,310,44,44,2,4.98,4.95,4.89,4.86,4.89,4.93,4.95,1,1,0,0,4.1
11595,11595,1.02406e+18,20200000000000.0,546203554,5,41.1357697,-8.612134,4,1.0,1.0,2.0,2,365,11,29,41,240,12,12,2,5.0,4.92,4.75,4.83,4.75,4.83,4.75,5,5,0,0,1.19
11596,11596,1.02408e+18,20200000000000.0,546203554,5,41.13617,-8.61299,4,1.0,1.0,1.0,2,365,11,28,48,248,12,12,1,4.83,5.0,4.83,5.0,5.0,4.83,4.83,5,5,0,0,0.99
11598,11598,1.02441e+18,20200000000000.0,485326565,8,41.14555,-8.60235,2,1.0,1.0,1.0,3,60,26,56,79,252,22,22,1,4.91,4.95,4.95,4.95,4.95,4.91,4.86,8,8,0,0,2.46
11599,11599,1.02441e+18,20200000000000.0,485326565,8,41.14481,-8.60349,6,1.0,1.0,3.0,3,90,26,56,86,266,21,21,0,4.71,4.67,4.71,4.86,4.86,4.9,4.81,8,8,0,0,2.38
11601,11601,1.02456e+18,20200000000000.0,546454223,1,41.15181,-8.61288,4,1.0,1.0,2.0,2,90,18,48,78,258,25,25,2,4.88,4.96,4.8,4.84,4.88,4.72,4.84,1,1,0,0,2.12
11602,11602,1.02481e+18,20200000000000.0,546203554,5,41.13631,-8.61136,4,1.0,1.0,2.0,2,365,2,22,39,241,8,8,0,4.75,4.75,4.88,4.75,4.88,5.0,4.88,5,5,0,0,0.79
11603,11603,1.02482e+18,20200000000000.0,546203554,5,41.13674,-8.61106,5,1.0,1.0,3.0,2,365,4,14,22,190,35,35,2,5.0,5.0,4.94,5.0,4.94,4.97,4.97,5,5,0,0,2.97
11611,11611,1.02588e+18,20200000000000.0,2220420,42,41.1491715,-8.6164426,2,1.0,1.0,1.0,3,310,26,56,86,356,34,34,0,4.59,4.79,4.62,4.85,4.68,4.88,4.62,8,6,2,0,3.43
11616,11616,1.02606e+18,20200000000000.0,70050327,10,41.15491,-8.63142,5,1.0,2.0,3.0,2,31,17,47,77,341,0,0,0,,,,,,,,10,10,0,0,
11620,11620,1.02828e+18,20200000000000.0,402413287,1,41.14815055,-8.617207942,2,1.0,1.0,1.0,1,365,30,60,90,365,0,0,0,,,,,,,,1,1,0,0,
11634,11634,1.02969e+18,20200000000000.0,28713820,5,41.1456608,-8.6121419,4,1.0,2.0,3.0,2,15,21,49,79,166,41,41,1,4.76,4.71,4.73,4.71,4.73,5.0,4.78,2,2,0,0,3.51
11637,11637,1.0302e+18,20200000000000.0,536603324,6,41.14066,-8.61391,4,2.0,2.0,4.0,2,45,4,13,42,312,9,9,1,5.0,5.0,4.78,5.0,5.0,5.0,4.78,6,6,0,0,0.77
11638,11638,1.03021e+18,20200000000000.0,536603324,6,41.14257,-8.6147,2,1.0,1.0,1.0,2,45,4,4,14,242,38,38,2,5.0,5.0,4.97,4.92,5.0,5.0,4.97,6,6,0,0,3.12
